,Phrase,Sentiment
1376,"['concentrate', 'far', 'much', 'awkward', 'interplay', 'utter', 'lack', 'chemistry', 'chan', 'hewitt']",1
1377,"['stirring', 'tribute', 'bravery', 'dedication', 'world', 'reporter', 'willingly', 'walk', 'nightmare', 'war', 'record', 'event', 'posterity', 'help', 'u', 'clearly', 'see', 'world', 'making']",4
1378,"['lot', 'like', 'imaginary', 'sport', 'project', 'onto', 'screen', 'loud', 'violent', 'mindless']",1
1379,"['like', 'extreme', 'action', 'packed', 'film', 'hint', 'humor', 'triple', 'x', 'mark', 'spot']",3
1380,"['simplicity', 'way', 'home', 'equal', 'side', 'aesop']",2
1381,"['reason', 'see', 'movie', 'case', 'masochism', 'hour', 'half', 'blow']",1
1382,"['film', 'saved', 'kid', 'cute', 'sentimentality', 'warmth', 'faked', 'stately', 'sense', 'composition']",3
1383,"['piece', 'film', 'buzz', 'whir', 'little', 'actually', 'click']",1
1384,"['like', 'good', 'romance', 'son', 'bride', 'prof', 'never', 'late', 'learn']",3
1385,"['one', 'funniest', 'motion', 'picture', 'year', 'also', 'one', 'curiously', 'depressing']",3
1386,"['film', 'flawed', 'brilliant', 'equal', 'measure']",3
1387,"['imponderably', 'stilted', 'self', 'consciously', 'arty', 'movie']",1
1388,"['story', 'like', 'ravel', 'bolero', 'build', 'crescendo', 'encompasses', 'many', 'path', 'started']",3
1389,"['thing', 'virtually', 'unwatchable']",0
1390,"['movie', 'best', 'work', 'u', 'second', 'helping', 'love', 'romance', 'tragedy', 'false', 'dawn', 'real', 'dawn', 'comic', 'relief', 'two', 'separate', 'crisis', 'marriage', 'ceremony', 'lush', 'scenery', 'cotswold']",3
1391,"['concept', 'idea', 'thrill', 'ride']",4
1392,"['thanks', 'presence', 'king', 'also', 'rock']",3
1393,"['feel', 'least', 'bit', 'ashamed', 'admitting', 'enjoyment', 'came', 'expense', 'seeing', 'justice', 'served', 'even', 'dish', 'best', 'served', 'cold']",3
1394,"['everybody', 'love', 'david', 'goliath', 'story', 'one', 'told', 'almost', 'entirely', 'david', 'point', 'view']",3
1395,"['performance', 'strong', 'though', 'subject', 'matter', 'demand', 'acting', 'border', 'hammy', 'time']",3
1396,"['inexperienced', 'director', 'mehta', 'much', 'learn']",1
1397,"['ryosuke', 'created', 'wry', 'winning', 'languidly', 'paced', 'meditation', 'meaning', 'value', 'family']",2
1398,"['caffeinated', 'sloppy', 'brilliance', 'sparkling', 'idea', 'wish', 'developed', 'care', 'animated', 'energy', 'put', 'dutiful', 'effort', 'disciplined', 'grade', 'grubbers', 'shame']",3
1399,['smart'],1
1400,"['wear', 'heart', 'sleeve', 'gaudy', 'hawaiian', 'shirt']",1
1401,"['like', 'skillful', 'fisher', 'director', 'us', 'last', 'act', 'reel', 'audience', 'since', 'poignancy', 'hook', 'u', 'completely']",4
1402,"['wild', 'ride', 'eight', 'boarder', 'venice', 'beach', 'deserved', 'co', 'winner', 'audience', 'award', 'documentary', 'sundance', 'film', 'festival']",4
1403,"['film', 'really', 'believe', 'break', 'mood', 'absurdly', 'inappropriate', 'comedy', 'scene']",0
1404,"['birot', 'creates', 'drama', 'well', 'defined', 'sense', 'place', 'age', 'year', 'old', 'torment', 'angst', 'become', 'almost', 'operatic', 'u', 'character']",3
1405,"['toward', 'end', 'sum', 'fear', 'morphs', 'mundane', 'disaster', 'flick']",1
1406,"['th', 'outing', 'show', 'lot', 'stamen', 'vitality', 'get', 'madonna', 'cameo', 'suck']",3
1407,"['production', 'design', 'score', 'choreography', 'simply', 'intoxicating']",4
1408,"['almost', 'first', 'two', 'third', 'martin', 'scorsese', 'minute', 'gang', 'new', 'york', 'entranced']",3
1409,"['brutally', 'dry', 'satire', 'middle', 'american', 'numbness']",1
1410,"['perfectly', 'acceptable', 'perfectly', 'bland', 'competently', 'acted', 'mean', 'scary', 'horror', 'movie']",2
1411,"['tasteful', 'little', 'revision', 'work', 'wonder', 'enhancing', 'cultural', 'economic', 'subtext', 'bringing', 'richer', 'meaning', 'story', 'moral']",3
1412,"['diesel', 'actor', 'save']",1
1413,"['wendigo', 'want', 'monster', 'movie', 'art', 'house', 'crowd', 'fall', 'trap', 'pretention', 'almost', 'every', 'time']",0
1414,"['nothing', 'short', 'wonderful', 'ten', 'year', 'old', 'female', 'protagonist', 'steadfast', 'refusal', 'set', 'dualistic', 'battle', 'good', 'evil']",4
1415,"['drumline', 'mere', 'suggestion', 'albeit', 'visually', 'compelling', 'one', 'fully', 'realized', 'story']",3
1416,"['lesser', 'talent', 'high', 'crime', 'would', 'entertaining', 'forgettable']",2
1417,"['history', 'fascinating', 'action', 'dazzling']",4
1418,"['could', 'help', 'feel', 'wasted', 'potential', 'slapstick', 'comedy']",1
1419,"['road', 'perdition', 'love', 'strangeness', 'excellence']",3
1420,"['demeo', 'without', 'talent', 'need', 'better', 'material']",2
1421,"['puportedly', 'based', 'true', 'event', 'convolution', 'language', 'suggests', 'impossible', 'claim', 'based', 'true', 'story', 'straight', 'face']",1
1422,"['gripping', 'handsome', 'execution', 'much', 'k', 'unique', 'memorable']",2
1423,"['liked', 'original', 'short', 'story', 'movie', 'even', 'hour', 'twenty', 'minute', 'long', 'go', 'nowhere']",0
1424,"['artsploitation', 'movie', 'much', 'exploitation', 'little', 'art']",0
1425,"['sour', 'little', 'movie', 'core', 'exploration', 'emptiness', 'underlay', 'relentless', 'gaiety', 'film', 'ending']",0
1426,"['check', 'brain', 'secret', 'agent', 'decoder', 'ring', 'door', 'want', 'think', 'much', 'going']",1
1427,"['talkiness', 'necessarily', 'bad', 'dialogue', 'frequently', 'miss', 'mark']",1
1428,"['pianist', 'film', 'roman', 'polanski', 'may', 'born', 'make']",3
1429,"['funny', 'human', 'really', 'pretty', 'damned', 'wonderful']",3
1430,"['first', 'tunisian', 'film', 'ever', 'seen', 'also', 'probably', 'good', 'hearted', 'yet', 'sensual', 'entertainment', 'likely', 'see', 'year']",4
1431,"['shot', 'child', 'smiling', 'camera', 'typical', 'documentary', 'footage', 'hurt', 'overall', 'impact', 'film']",2
1432,"['like', 'pack', 'dynamite', 'stick', 'built', 'controversy']",1
1433,"['ala', 'another', 'breathless', 'movie']",2
1434,"['reach', 'wholly', 'believable', 'heart', 'wrenching', 'depth', 'despair']",3
1435,"['well', 'skip', 'another', 'review']",2
1436,"['opinion', 'analyze', 'funny', 'entertaining', 'analyze', 'respectable', 'sequel']",2
1437,"['generic', 'bloodbath', 'often', 'becomes', 'laughably', 'unbearable', 'merely', 'offensive']",0
1438,"['classified', 'one', 'alternate', 'reality', 'movie', 'except', 'would', 'worked', 'much', 'better', 'dealing', 'one', 'reality']",1
1439,"['wretchedly', 'unfunny', 'wannabe', 'comedy', 'inane', 'awful', 'doubt', 'worst', 'movie', 'seen', 'summer']",1
1440,"['entirely', 'suspenseful', 'extremely', 'well', 'paced', 'ultimately', 'dare', 'say', 'entertaining']",4
1441,"['red', 'dragon', 'entertaining']",4
1442,"['quitting', 'offer', 'piercing', 'domestic', 'drama', 'spike', 'sly', 'humor']",3
1443,"['wind', 'moving', 'many', 'direction', 'search', 'vainly', 'think', 'something', 'fresh', 'say']",1
1444,"['improvement', 'feeble', 'example', 'big', 'screen', 'poke', 'mania', 'preceded']",3
1445,"['fear', 'permeates', 'whole', 'stortelling', 'todd', 'solondz', 'oftentimes', 'funny', 'yet', 'ultimately', 'cowardly', 'autocritique']",3
1446,"['film', 'director', 'labute', 'continues', 'improve']",3
1447,"['dull', 'road', 'trip', 'movie', 'surprisingly', 'short', 'adventure', 'song']",0
1448,"['wo', 'trouble', 'getting', 'kid', 'eat', 'veggie']",3
1449,"['may', 'choose', 'interpret', 'film', 'end', 'hopeful', 'optimistic', 'think', 'payne', 'something', 'darker']",2
1450,"['scott', 'delivers', 'terrific', 'performance', 'fascinating', 'portrait', 'modern', 'lothario']",4
1451,"['overwrought', 'melodramatic', 'bodice', 'ripper']",1
1452,"['steer', 'unexpectedly', 'adamant', 'streak', 'warm', 'blooded', 'empathy', 'disparate', 'manhattan', 'denizen', 'especially', 'hole']",2
1453,"['two', 'generating', 'much', 'chemistry', 'iraqi', 'factory', 'poised', 'receive', 'un', 'inspector']",2
1454,"['jeffrey', 'tambor', 'performance', 'intelligent', 'jazz', 'playing', 'exterminator', 'oscar', 'worthy']",4
1455,"['familiar', 'rise', 'fall', 'tale', 'long', 'glamour', 'short', 'larger', 'moralistic', 'consequence', 'though', 'told', 'sharp', 'ear', 'eye', 'tenor', 'time']",3
1456,"['even', 'hastily', 'amateurishly', 'drawn', 'animation', 'engage']",0
1457,"['plodding', 'peevish', 'gimmicky']",1
1458,"['insomnia', 'become', 'one', 'rare', 'remake', 'eclipse', 'original', 'disgrace', 'either']",2
1459,"['say', 'vapid', 'vehicle', 'downright', 'doltish', 'uneventful', 'obvious', 'telling', 'country', 'skunk', 'severe', 'body', 'odor']",0
1460,"['crap', 'leash', 'far', 'polite', 'scale', 'lunatic', 'height', 'joe', 'dante', 'similarly', 'styled', 'gremlin']",0
1461,"['minute', 'zing', 'along', 'vibrance', 'warmth']",4
1462,['see'],4
1463,"['ever', 'dependable', 'concept', 'botched', 'execution']",0
1464,"['tasty', 'slice', 'droll', 'whimsy']",2
1465,"['humor', 'aspect', 'jason', 'x', 'far', 'entertaining', 'expected', 'everything', 'else', 'film', 'tank']",1
1466,"['rice', 'pedestrian', 'filmmaker', 'bring', 'edge', 'personality', 'rising', 'place', 'would', 'set', 'apart', 'deep', 'south', 'story']",1
1467,"['broomfield', 'reveals', 'ironic', 'manifestation', 'institutionalized', 'slavery', 'tie', 'black', 'owned', 'record', 'label', 'white', 'empowered', 'police', 'force']",2
1468,"['ritchie', 'film', 'easier', 'swallow', 'wertmuller', 'polemical', 'allegory', 'self', 'defeatingly', 'decorous']",1
1469,"['film', 'ultimately', 'inspiring', 'hallmark', 'card']",1
1470,"['little', 'visible', 'talent', 'energy', 'colin', 'hank', 'bad', 'need', 'major', 'acting', 'lesson', 'maybe', 'little', 'coffee']",0
1471,"['film', 'ooze', 'craft']",3
1472,"['stevens', 'vibrant', 'creative', 'instinct', 'difference', 'countless', 'flick', 'guy', 'doll']",3
1473,"['weighty', 'ponderous', 'every', 'bit', 'filling', 'treat', 'title']",3
1474,"['excellent', 'minute', 'film', 'unfortunately', 'run']",1
1475,"['somehow', 'manage', 'get', 'spell']",3
1476,"['brian', 'tufano', 'handsome', 'widescreen', 'photography', 'paul', 'grabowsky', 'excellent', 'music', 'turn', 'fairly', 'parochial', 'melodrama', 'something', 'really', 'rather', 'special']",4
1477,"['uplifting', 'funny', 'wise']",3
1478,"['old', 'people', 'love', 'movie', 'mean', 'nicest', 'possible', 'way', 'last', 'order', 'touch', 'heart', 'anyone', 'old', 'enough', 'earned', 'year', 'friendship']",2
1479,"['poky', 'pseudo', 'serious', 'exercise', 'sham', 'actor', 'workshop', 'affected', 'malaise']",0
1480,"['character', 'well', 'established', 'gang', 'feel', 'comfortable', 'taking', 'insane', 'liberty', 'goofiest', 'stuff', 'left', 'field']",3
1481,"['surest', 'bet', 'around', 'good', 'time', 'movie', 'summer']",4
1482,"['anakin', 'lustrous', 'polished', 'visuals', 'rich', 'color', 'creativity', 'course', 'special', 'effect']",4
1483,"['effort', 'star', 'kline', 'lend', 'dignity', 'dumb', 'story', 'naught']",1
1484,"['sometimes', 'incisive', 'sensitive', 'portrait', 'undercut', 'awkward', 'structure', 'final', 'veering', 'toward', 'melodrama']",1
1485,"['alabama', 'manages', 'pleasant', 'spite', 'predictability', 'occasional', 'slowness', 'due', 'primarily', 'perkiness', 'witherspoon', 'always', 'joy', 'watch', 'even', 'material', 'first', 'rate']",3
1486,"['start', 'strongly', 'quickly', 'losing', 'focus', 'point', 'purpose', 'mess', 'mixed', 'message', 'blown', 'drama', 'bruce', 'willis', 'scar']",0
1487,"['world', 'traveler', 'might', 'go', 'anywhere', 'new', 'arrive', 'anyplace', 'special', 'certainly', 'honest', 'attempt', 'get', 'something']",3
1488,"['would', 'want', 'live', 'waydowntown', 'hilarious', 'place', 'visit']",3
1489,"['intensely', 'focused', 'travail', 'hal', 'hartley', 'function', 'pastiche', 'thing', 'hartley', 'least', 'accessible', 'screed', 'yet']",1
1490,"['simple', 'tale', 'unlikely', 'friendship', 'thanks', 'gorgeous', 'locale', 'exceptional', 'lead', 'performance', 'considerable', 'charm']",4
1491,"['entirely', 'get', 'godard', 'distinctive', 'discourse', 'still', 'come', 'away', 'sense', 'reserved', 'existential', 'poignancy']",3
1492,"['yes', 'soar']",3
1493,"['genuinely', 'funny', 'ensemble', 'comedy', 'also', 'asks', 'audience', 'heartwarming', 'nonjudgmental', 'kind', 'way', 'consider', 'value', 'daily', 'life']",4
1494,"['kirshner', 'monroe', 'seem', 'contest', 'see', 'bad', 'act']",0
1495,"['qutting', 'may', 'flawed', 'film', 'nothing', 'sincere']",2
1496,"['far', 'energy', 'wit', 'warmth', 'expected', 'movie', 'end', 'title']",3
1497,"['throughout', 'mr', 'audiard', 'direction', 'fluid', 'quick']",3
1498,"['painfully', 'slow', 'cliche', 'ridden', 'film', 'filled', 'hole', 'clyde', 'barrow', 'car']",1
1499,"['wishy', 'washy', 'melodramatic', 'movie', 'show', 'u', 'plenty', 'sturm', 'und', 'drung', 'explains', 'character', 'decision', 'unsatisfactorily']",0
1500,"['one', 'best', 'looking', 'stylish', 'animated', 'movie', 'quite']",4
1501,"['nicole', 'kidman', 'evolved', 'star', 'superstar', 'time', 'past', 'year', 'mean', 'birthday', 'girl', 'kind', 'quirkily', 'appealing', 'minor', 'movie', 'might', 'make']",3
1502,"['seems', 'grant', 'need', 'floppy', 'hair', 'self', 'deprecating', 'stammer']",2
1503,"['oops', 'really', 'done', 'time']",2
1504,"['character', 'complex', 'quirky', 'entirely', 'believable', 'remarkable', 'ensemble', 'cast', 'brings', 'life']",4
1505,"['jackson', 'always', 'watchable']",3
1506,"['deep', 'intelligence', 'warm', 'enveloping', 'affection', 'breathe', 'every', 'frame']",4
1507,"['terry', 'sort', 'geriatric', 'dirty', 'harry', 'please', 'eastwood', 'loyal', 'fan', 'suit', 'story', 'wherein', 'hero', 'must', 'ride', 'roughshod', 'incompetent', 'cop', 'get', 'man']",3
1508,"['soderbergh', 'tends', 'place', 'psychological', 'philosophical', 'material', 'italic', 'rather', 'trust', 'audience', 'intelligence', 'creates', 'overall', 'sense', 'brusqueness']",1
1509,"['fairly', 'solid', 'mention', 'well', 'edited', 'certainly', 'feel', 'like', 'film', 'stray', 'past', 'two', 'half', 'mark']",3
1510,"['predecessor', 'mummy', 'mummy', 'return', 'stand', 'intellectual', 'masterpiece', 'next', 'scorpion', 'king']",1
1511,"['really', 'good', 'premise', 'frittered', 'away', 'middle', 'road', 'blandness']",1
1512,"['yet', 'another', 'entry', 'sentimental', 'oh', 'wacky', 'brit', 'genre', 'ushered', 'full', 'monty', 'still', 'straining', 'produce', 'another', 'smash', 'hit']",1
1513,"['time', 'beautiful', 'film', 'watch', 'interesting', 'time', 'captivating', 'take', 'loss', 'loneliness']",4
1514,"['role', 'observer', 'scene', 'lawrence', 'sound', 'whiny', 'defensive', 'life', 'altering', 'experience', 'made', 'bitter', 'le', 'mature']",1
1515,"['insomnia', 'many', 'way', 'conventional', 'even', 'predictable', 'remake', 'nolan', 'penetrating', 'undercurrent', 'cerebral', 'cinemantic', 'flair', 'lends', 'stimulating', 'depth']",3
1516,"['pianist', 'supremely', 'hopeful', 'cautionary', 'tale', 'war', 'madness', 'remembered', 'today', 'prevent', 'tragic', 'waste', 'life']",4
1517,"['reach', 'effort', 'gratefully', 'received']",3
1518,"['jam', 'packed', 'literally', 'bruising', 'joke']",2
1519,"['seems', 'like', 'someone', 'going', 'motion']",1
1520,"['ca', 'say', 'par', 'first', 'one', 'stuart', 'little', 'light', 'fun', 'cheese', 'puff', 'movie']",3
1521,"['allows', 'gawky', 'actor', 'like', 'spall', 'could', 'easily', 'become', 'comic', 'relief', 'film', 'reveal', 'impressively', 'delicate', 'range']",3
1522,"['chateau', 'belongs', 'rudd', 'whose', 'portrait', 'therapy', 'dependent', 'flakeball', 'spouting', 'french', 'malapropism', 'nonstop', 'hoot']",3
1523,"['film', 'enough', 'innovation', 'pizazz', 'attract', 'teenager', 'lack', 'novel', 'charm', 'made', 'spy', 'kid', 'surprising', 'winner', 'adult', 'younger', 'audience']",0
1524,"['overly', 'old', 'fashioned', 'sudsy', 'plotting', 'heavy', 'handed', 'effort', 'modernize', 'encomium', 'diversity', 'tolerance']",1
1525,"['filmmaker', 'point']",2
1526,"['maid', 'manhattan', 'prof', 'easier', 'change', 'sheet', 'change', 'hackneyed', 'concept', 'come', 'dreaming', 'romantic', 'comedy']",0
1527,"['wonderful', 'fencing', 'scene', 'exciting', 'plot', 'make', 'eminently', 'engrossing', 'film']",3
1528,"['another', 'long', 'line', 'ultra', 'violent', 'war', 'movie', 'one', 'quite', 'could', 'film', 'story', 'theme', 'make']",2
1529,"['concert', 'footage', 'stirring', 'recording', 'session', 'intriguing', 'way', 'striking', 'blow', 'artistic', 'integrity', 'quality', 'band', 'may', 'pick', 'new', 'admirer']",3
1530,"['many', 'benjamin', 'element', 'feel', 'like', 'patched', 'episode', 'miami', 'vice']",2
1531,"['couple', 'thing', 'elevate', 'glory', 'ilk', 'notably', 'mere', 'presence', 'duvall']",3
1532,"['way', 'home', 'ode', 'unconditional', 'love', 'compassion', 'garnered', 'year', 'seeing', 'condition', 'old', 'privy', 'often', 'misconstrued', 'weakness']",3
1533,"['ugly', 'revolting', 'movie']",1
1534,"['never', 'quite', 'make', 'boiling', 'point', 'manages', 'sustain', 'good', 'simmer', 'running', 'time']",3
1535,"['like', 'kissing', 'jessica', 'stein', 'amy', 'orgasm', 'key', 'strength', 'willingness', 'explore', 'principal', 'character', 'honesty', 'insight', 'humor']",3
1536,"['main', 'problem', 'peek']",2
1537,"['predictable', 'outcome', 'globetrotter', 'general', 'game', 'juwanna', 'mann', 'even', 'ludicrous', 'expect', 'guy', 'dress', 'genre', 'personal', 'low', 'everyone', 'involved']",0
1538,"['hard', 'imagine', 'generic', 'effort', 'genre']",0
1539,"['jason', 'patric', 'ray', 'liotta', 'make', 'one', 'splendidly', 'cast', 'pair']",4
1540,"['often', 'hilarious', 'farce', 'manages', 'generate', 'belly', 'laugh', 'lowbrow', 'comedy', 'without', 'sacrificing', 'high', 'minded', 'appeal']",4
1541,"['simply', 'stupid', 'irrelevant', 'deeply', 'truly', 'bottomlessly', 'cynical']",0
1542,"['actress', 'find', 'rhythm', 'protect', 'script', 'bad', 'idea', 'awkwardness']",3
1543,"['hard', 'believe', 'life', 'like', 'sound', 'dull']",1
1544,"['fan', 'adventues', 'steve', 'terri', 'avoid', 'like', 'dreaded', 'king', 'brown', 'snake']",1
1545,"['wait', 'pay', 'per', 'view', 'rental', 'dismiss', 'barbershop', 'hand']",2
1546,"['stylish', 'beautifully', 'photographed', 'far', 'trouble', 'worth', 'fantasy', 'mixing', 'reality', 'actor', 'playing', 'one', 'role', 'add', 'confusion']",2
1547,"['dangerous', 'life', 'altar', 'boy', 'flaw', 'also', 'humor', 'heart', 'talented', 'young', 'actor']",3
1548,"['classical', 'dramatic', 'animated', 'feature', 'hip', 'contemporary', 'jokey', 'one']",1
